item set size (N),co-occurrence frequency,item 1 id,item 2 id,item 3 id
3,5,48,101,2732
3,5,48,117,1677
3,5,48,65,9510
3,5,39,1004,1543
3,5,48,1198,9501
3,5,41,9501,9547
3,5,48,829,1198
3,5,38,1111,4369
3,5,48,76,215
3,5,39,414,978
3,5,41,48,4303
3,5,48,89,2468
3,5,32,41,2061
3,5,48,1327,9555
3,5,48,101,9555
3,5,48,1067,6082
3,5,38,48,2391
3,5,39,237,979
3,5,39,41,9034
3,5,48,2771,9643
3,5,41,2771,9643
3,5,48,89,9547
3,5,39,48,9513
3,5,39,200,9547
3,5,39,200,2208
3,5,41,4974,6266
3,5,406,2728,2842
3,5,32,2728,2842
3,5,32,75,2056
3,5,48,75,2056
3,5,39,75,2056
3,5,39,48,7276
3,5,48,760,9501
3,5,48,200,760
3,5,48,147,9555
3,5,38,48,8867
3,5,38,39,9547
3,5,38,41,9547
3,5,32,39,9631
3,5,48,947,1113
3,5,38,41,8867
3,5,39,522,9579
3,5,38,76,1327
3,5,39,48,9666
3,5,39,379,9501
3,5,103,9664,9669
3,5,39,4973,9669
3,5,41,623,9669
3,5,39,200,379
3,5,32,103,200
3,5,103,200,9501
3,5,623,9664,9669
3,5,103,200,9669
3,5,200,2056,9669
3,5,41,103,9664
3,5,32,39,9642
3,5,41,103,379
3,5,39,4974,9501
3,5,623,4974,9501
3,5,39,431,2056
3,5,39,310,9509
3,5,32,103,9547
3,5,48,4859,6128
3,5,39,675,1547
3,5,48,2056,4859
3,5,103,200,9510
3,5,39,438,3270
3,5,41,48,5442
3,5,38,479,1344
3,5,38,39,1295
3,5,38,2056,9555
3,5,48,237,2051
3,5,41,406,1313
3,5,41,2056,9555
3,5,48,237,790
3,5,39,237,790
3,5,32,48,3368
3,5,39,170,4698
3,5,39,198,9527
3,5,32,48,9642
3,5,38,2065,2818
3,5,39,2065,3539
3,5,39,258,829
3,5,38,170,4698
3,5,32,170,2818
3,5,41,197,9527
3,5,41,258,1986
3,5,41,48,9581
3,5,41,9501,9510
3,5,9501,9510,9581
3,5,41,760,2056
3,5,32,760,2056
3,5,41,1594,2056
3,5,48,760,2056
3,5,39,760,2056
3,5,38,39,5018
3,5,48,151,1327
3,5,48,406,407
3,5,48,89,1417
3,5,623,3539,5782
3,5,32,623,5782
3,5,32,623,3539
3,5,39,2056,2818
3,5,32,48,9620
3,5,48,410,829
3,5,39,410,829
3,5,39,1111,7050
3,5,41,200,407
3,5,41,200,1344
3,5,41,407,623
3,5,48,65,938
3,5,39,65,2208
3,5,39,89,9669
3,5,48,65,2208
3,5,32,406,2056
3,5,48,89,9555
3,5,39,79,2056
3,5,41,225,379
3,5,41,89,829
3,5,39,41,4659
3,5,41,48,9348
3,5,48,829,3799
3,5,39,3799,9501
3,5,32,48,9169
3,5,32,38,9169
3,5,39,623,3799
3,5,38,170,9555
3,5,39,170,9555
3,5,32,200,9555
3,5,32,65,9555
3,5,48,414,533
3,5,39,200,1344
3,5,32,39,4217
3,5,32,39,3912
3,5,39,237,379
3,5,39,41,9639
3,5,197,623,9617
3,5,39,199,9617
3,5,39,2201,2728
3,5,48,623,829
3,5,39,48,9719
3,5,41,48,8004
3,5,32,41,1745
3,5,32,39,9646
3,5,39,48,4115
3,5,32,41,9646
3,5,39,48,9546
3,5,48,623,6128
3,5,32,623,6128
3,5,39,623,6128
3,5,39,623,4859
3,5,32,48,5771
3,5,48,623,4859
3,5,39,1327,9555
3,5,39,75,9501
3,5,39,225,5943
3,5,39,2056,9617
3,5,48,267,1986
3,5,39,310,829
3,5,48,310,829
3,5,48,310,9555
3,5,41,48,5967
3,5,39,438,2080
3,5,39,123,379
3,5,39,200,1313
3,5,39,310,9510
3,5,48,425,829
3,5,48,197,9527
3,5,48,251,1344
3,5,48,829,2238
3,5,39,829,9664
3,5,39,195,2065
3,5,41,65,2430
3,5,39,65,1172
3,5,48,200,1435
3,5,32,48,9585
3,5,36,41,9501
3,5,36,41,200
3,5,39,1327,1616
3,5,48,1327,1616
3,5,18,48,592
3,5,32,39,9703
3,5,39,1327,9510
3,5,39,48,9572
3,5,48,76,9501
3,5,48,76,4883
3,5,39,587,9501
3,5,39,76,9501
3,5,41,48,9377
3,5,39,41,9377
3,5,48,1595,2056
3,5,48,760,1595
3,5,39,1595,2056
3,5,41,829,9555
3,5,48,789,1486
3,5,39,200,5194
3,5,39,5782,9501
3,5,39,103,9527
3,5,225,389,2238
3,5,48,475,9304
3,5,41,48,9699
3,5,38,41,2504
3,5,41,103,199
3,5,48,103,199
3,5,32,39,1556
3,5,32,1677,9501
3,5,41,75,9555
3,5,41,255,9555
3,5,48,117,9555
3,5,39,48,9785
3,5,41,75,101
3,5,38,225,8691
3,5,38,175,237
3,5,48,161,9501
3,5,39,200,438
3,5,32,38,200
3,5,39,829,3799
3,5,41,48,9641
3,5,1111,2804,4369
3,5,41,117,200
3,5,32,200,3539
3,5,41,117,2065
3,5,32,623,9617
3,5,117,407,976
3,5,39,407,623
3,5,32,48,9682
3,5,32,48,9785
3,5,48,544,846
3,5,41,2065,2818
3,5,39,41,9692
3,5,38,48,9692
3,5,41,225,1004
3,5,39,225,9510
3,5,48,310,2628
3,5,39,623,9510
3,5,39,829,1745
3,5,41,197,225
3,5,48,197,225
3,5,39,407,2056
3,5,39,237,2818
3,5,39,103,5018
3,5,41,604,1557
3,5,39,41,6607
3,5,39,76,9555
3,5,32,41,5782
3,5,48,760,9555
3,5,48,464,9555
3,5,39,65,9579
3,5,39,103,197
3,5,41,225,1693
3,5,48,225,1693
3,5,48,103,197
3,5,48,65,9579
3,5,48,760,829
3,5,39,103,407
3,5,38,170,1677
3,5,48,170,1677
3,5,39,170,1677
3,5,41,170,1677
3,5,39,533,9555
3,5,2240,2241,2629
3,5,2241,2629,4070
3,5,39,2240,4070
3,5,39,237,2241
3,5,41,2629,4070
3,5,48,623,9555
3,5,36,38,9510
3,5,39,41,9618
3,5,41,48,9618
3,5,41,200,255
3,5,103,197,623
3,5,48,200,2273
3,5,39,200,2273
3,5,38,103,3904
3,5,39,103,3904
3,5,48,1393,1842
3,5,39,48,6074
3,5,39,623,9547
3,5,48,623,9547
3,5,48,9555,9617
3,5,5782,9617,9669
3,5,39,829,9617
3,5,48,829,9617
3,5,48,117,200
3,5,48,117,623
3,5,41,200,9527
3,5,41,147,1593
3,5,39,117,1593
3,5,48,1593,1909
3,5,89,200,623
3,5,39,199,3539
3,5,41,9510,9669
3,5,39,1486,1814
3,5,39,488,4698
3,5,48,438,1486
3,5,39,3539,6266
3,5,48,1393,1771
3,5,48,225,9555
3,5,41,48,3132
3,5,32,39,1001
3,5,38,48,9664
3,5,48,65,500
3,5,32,200,9617
3,5,48,3539,9669
3,5,48,3539,9617
3,5,41,3539,9617
3,5,200,3539,9617
3,5,41,48,4786
3,5,48,255,3270
3,5,39,48,9683
3,5,32,48,331
3,5,48,592,9555
3,5,32,41,2814
3,5,48,199,2814
3,5,32,225,1354
3,5,39,271,9617
3,5,48,225,9664
3,5,39,225,9664
3,5,48,65,9555
3,5,32,38,9501
3,5,32,39,2030
3,5,32,41,554
3,5,32,39,3499
3,5,39,41,9640
3,5,43,48,225
3,5,911,2240,2241
3,5,48,89,911
3,5,39,911,2240
3,5,48,2238,9617
3,5,41,475,9501
3,5,41,89,9501
3,5,48,89,9617
3,5,41,117,911
3,5,32,475,973
3,5,41,1596,4996
3,5,48,3827,4975
3,5,41,198,3539
3,5,41,1001,4170
3,5,32,65,2430
3,5,48,200,4859
3,5,48,65,514
3,5,39,225,251
3,5,9,48,979
3,5,41,48,5968
3,5,39,9510,9664
3,5,48,2552,2958
3,5,48,544,2075
3,5,39,79,2241
3,5,39,147,1591
3,5,48,103,1595
3,5,48,200,2814
3,5,39,48,3376
3,5,39,270,1677
3,5,32,39,9640
3,5,39,147,488
3,5,39,48,9786
3,5,39,41,2456
3,5,39,79,9669
3,5,39,79,488
3,5,41,48,8932
3,5,200,225,9617
3,5,48,78,200
3,5,39,78,200
3,5,38,48,4263
3,5,48,271,8691
3,5,9,48,8691
3,5,48,225,526
3,5,39,110,200
3,5,48,1693,2238
3,5,31,48,78
3,5,41,270,9501
3,5,41,310,9501
3,5,38,41,1160
3,5,39,200,271
3,5,48,563,1277
3,5,48,108,961
3,5,48,1146,9617
3,5,41,65,3616
3,5,39,1146,9617
3,5,38,175,1146
3,5,39,9510,9669
3,5,41,103,6128
3,5,48,255,2818
3,5,9,48,2065
3,5,39,255,2818
3,5,9,39,2065
3,5,39,475,1638
3,5,41,475,1638
3,5,48,475,1638
3,5,39,5194,9501
3,5,41,5194,9501
3,5,41,161,438
3,5,39,128,225
3,5,48,89,251
3,5,48,209,432
3,5,39,48,9906
3,5,32,41,5961
3,5,41,1146,5767
3,5,38,170,9692
3,5,41,829,1595
3,5,39,829,1595
3,5,48,829,1595
3,5,39,48,4406
3,5,39,7744,8867
3,5,41,48,9649
3,5,32,48,9649
3,5,32,41,9649
3,5,48,251,9501
3,5,48,522,9579
3,5,10,32,38
3,5,41,48,2373
3,5,39,48,358
3,5,48,225,264
3,5,39,351,2238
3,5,39,41,9061
3,5,39,48,9541
3,5,39,200,1239
3,5,48,1327,2241
3,5,38,48,5194
3,5,41,204,1677
3,5,39,301,464
3,5,39,544,2876
3,5,48,544,2876
3,5,39,41,1518
3,5,41,237,1986
3,5,48,101,351
3,5,41,206,604
3,5,39,265,589
3,5,48,215,789
3,5,39,65,913
3,5,18,32,9501
3,5,48,267,2091
3,5,38,48,2469
3,5,11,41,913
3,5,39,41,10010
3,5,38,170,5051
3,5,48,65,1847
3,5,32,1871,2013
3,5,48,1183,1393
3,5,48,270,297
3,5,270,271,544
3,5,41,1327,1486
3,5,48,1327,1486
3,5,41,65,1547
3,5,39,544,2399
3,5,39,341,1677
3,5,978,1393,1547
3,5,32,38,1172
3,5,41,53,675
3,5,32,41,10106
3,5,39,270,413
3,5,41,48,4962
3,5,39,1160,1393
3,5,39,48,10103
3,5,743,744,2651
3,5,32,39,10128
3,5,31,48,916
3,5,31,39,1393
3,5,39,297,1771
3,5,48,1393,1847
3,5,39,544,4336
3,5,2398,3078,4800
3,5,41,399,2852
3,5,41,65,128
3,5,48,78,2154
3,5,41,65,10125
3,5,41,911,2240
3,5,48,78,978
3,5,32,9696,10172
3,5,32,1146,2398
3,5,32,8742,9696
3,5,978,1393,1939
3,5,978,1393,1556
3,5,48,1393,1556
3,5,39,1393,1939
3,5,78,1393,1677
3,5,78,1146,1393
3,5,39,1393,1556
3,5,48,1146,1939
3,5,48,247,1393
3,5,1146,1371,1393
3,5,39,544,2492
3,5,39,269,1677
3,5,32,39,10162
3,5,39,237,3827
3,5,39,41,7427
3,5,32,39,10108
3,5,41,48,10189
3,5,39,170,10170
3,5,48,204,1593
3,5,32,39,1485
3,5,39,9501,10170
3,5,36,48,2958
3,5,297,544,789
3,5,39,781,4698
3,5,39,979,1677
3,5,18,39,1677
3,5,39,1593,2259
3,5,41,297,913
3,5,39,297,913
3,5,18,48,1677
3,5,39,675,1485
3,5,39,677,751
3,5,48,65,341
3,5,48,1616,10170
3,5,48,89,10170
3,5,1393,1593,4698
3,5,39,751,4698
3,5,78,1677,4698
3,5,39,1369,1393
3,5,39,78,751
3,5,41,751,4698
3,5,48,751,4698
3,5,41,297,1771
3,5,41,1369,1393
3,5,48,1371,1593
3,5,41,1393,10125
3,5,41,48,2211
3,5,41,1677,9501
3,5,39,41,2211
3,5,48,1146,10125
3,5,41,1146,10125
3,5,39,65,799
3,5,32,78,10195
3,5,39,3827,10170
3,5,32,38,10170
3,5,41,53,544
3,5,48,53,544
3,5,32,1146,1486
3,5,32,48,10128
3,5,32,351,1146
3,5,39,675,926
3,5,48,675,926
3,5,36,38,1444
3,5,39,413,2238
3,5,39,48,10105
3,5,41,48,10111
3,5,39,1593,10132
3,5,41,1593,10125
3,5,38,48,10162
3,5,48,533,799
3,5,48,592,1593
3,5,39,739,1146
3,5,32,48,1556
3,5,32,592,10170
3,5,48,544,1417
3,5,39,1146,1486
3,5,48,1344,1956
3,5,39,1393,1444
3,5,39,2398,4800
3,5,53,3502,10170
3,5,39,3502,10170
3,5,32,39,3078
3,5,18,41,10170
3,5,18,39,10170
3,5,32,3995,5700
3,5,41,48,1556
3,5,39,973,7284
3,5,39,1677,1986
3,5,39,10125,10170
3,5,41,544,1771
3,5,2398,3995,5700
3,5,48,1146,2061
3,5,48,1593,10195
3,5,32,1146,10195
3,5,48,592,1986
3,5,39,310,799
3,5,39,926,1677
3,5,48,2259,4975
3,5,1593,1677,4698
3,5,48,1616,1677
3,5,48,1616,4698
3,5,39,41,9696
3,5,32,39,10140
3,5,38,41,10170
3,5,41,913,1146
3,5,32,38,1486
3,5,39,544,1344
3,5,41,414,1371
3,5,414,1146,1371
3,5,41,297,978
3,5,18,41,117
3,5,41,3078,3994
3,5,39,1393,3502
3,5,39,237,351
3,5,41,931,1371
3,5,32,1067,1146
3,5,39,931,1146
3,5,32,39,8742
3,5,48,978,1593
3,5,39,41,7568
3,5,48,3502,10170
3,5,41,1486,10170
3,5,675,1146,1393
3,5,38,48,1371
3,5,48,799,7284
3,5,39,8742,9696
3,5,41,3616,10170
3,5,41,544,2060
3,5,48,544,2060
3,5,39,1146,10132
3,5,48,544,592
3,5,41,48,10184
3,5,48,89,4698
3,5,39,1146,10135
3,5,41,351,1393
3,5,39,48,10135
3,5,32,53,1393
3,5,48,76,161
3,5,32,3994,5700
3,5,32,41,2388
3,5,32,3078,5700
3,5,41,53,4698
3,5,48,225,2393
3,5,32,38,10132
3,5,39,2061,3616
3,5,39,1146,4361
3,5,41,1146,1172
3,5,39,799,7284
3,5,32,41,799
3,5,39,53,4698
3,5,39,48,10119
3,5,39,41,10188
3,5,39,1146,1909
3,5,32,41,8092
3,5,41,1146,10132
3,5,41,49,65
3,5,48,1146,10132
3,5,39,1393,3616
3,5,41,48,10173
3,5,41,1355,3616
3,5,39,1355,3616
3,5,1,39,1393
3,5,1,48,1393
3,5,48,1486,10132
3,5,41,1486,10132
3,5,39,675,1172
3,5,48,201,3827
3,5,39,1369,3019
3,5,41,660,1146
3,5,41,65,297
3,5,32,48,2122
3,5,38,41,10108
3,5,39,41,10108
3,5,41,204,1444
3,5,48,1327,4698
3,5,41,48,6490
3,5,39,488,1677
3,5,41,225,267
3,5,32,48,454
3,5,39,48,10434
3,5,48,544,10446
3,5,41,544,10446
3,5,39,48,10443
3,5,39,41,10443
3,5,39,48,10508
3,5,39,48,10505
3,5,41,48,10508
3,5,38,48,10490
3,5,39,201,10490
3,5,48,201,10490
3,5,48,1327,10490
3,5,39,1327,10490
3,5,32,39,10491
3,5,48,65,10491
3,5,48,1327,5405
3,5,39,48,10565
3,5,32,48,10515
3,5,32,39,10592
3,5,32,48,10592
3,5,32,39,10515
3,5,39,48,10598
3,5,39,48,400
3,5,39,89,10525
3,5,38,39,5169
3,5,36,38,10525
3,5,36,39,10525
3,5,39,488,10525
3,5,39,488,10420
3,5,48,488,10525
3,5,41,488,10420
3,5,39,397,10653
3,5,41,397,10653
3,5,32,39,10653
3,5,32,48,10653
3,5,39,48,10542
3,5,39,48,10692
3,5,2,48,10446
3,5,48,65,10470
3,5,48,10525,10611
3,5,48,488,10611
3,5,39,10525,10611
3,5,39,48,10498
3,5,38,395,10753
3,5,39,1327,10525
3,5,38,911,4070
3,5,32,39,10710
3,5,38,39,2629
3,5,41,48,415
3,5,39,41,415
3,5,39,41,10524
3,5,39,48,10548
3,5,32,39,10605
3,5,39,41,10692
3,5,39,41,10592
3,5,39,48,7735
3,5,39,48,10830
3,5,48,413,10611
3,5,39,1327,4698
3,5,41,395,544
3,5,48,225,509
3,5,39,41,10885
3,5,41,395,1986
3,5,48,10611,10753
3,5,48,76,10611
3,5,48,488,2469
3,5,48,485,544
3,5,39,41,10787
3,5,39,10753,10868
3,5,39,48,10656
3,5,38,911,2241
3,5,38,1486,4698
3,5,38,41,10753
3,5,39,89,10446
3,5,39,225,10446
3,5,48,225,10687
3,5,41,225,10687
3,5,48,89,10446
3,5,41,76,485
3,5,39,1146,9203
3,5,39,41,10911
3,5,38,39,4707
3,5,39,76,10753
3,5,39,1030,2075
3,5,39,10129,10611
3,5,41,65,10446
3,5,48,71,1030
3,5,39,48,3575
3,5,48,2241,10420
3,5,48,1030,2075
3,5,48,4698,5405
3,5,39,4698,5405
3,5,39,1677,10875
3,5,48,1677,10875
3,5,39,1677,5405
3,5,48,1677,5405
3,5,39,79,10611
3,5,32,41,2644
3,5,48,2629,10611
3,5,39,475,10446
3,5,39,2241,10875
3,5,32,48,7113
3,5,48,110,10611
3,5,48,395,10885
3,5,39,4070,10611
3,5,48,10446,10490
3,5,39,41,10656
3,5,48,1030,10611
3,5,48,123,1030
3,5,39,225,1030
3,5,39,48,386
3,5,39,215,395
3,5,38,395,1986
3,5,48,789,808
3,5,39,789,808
3,5,41,48,6630
3,5,39,413,10446
3,5,48,1030,10446
3,5,2629,4070,10611
3,5,39,271,10611
3,5,270,271,10611
3,5,39,270,10446
3,5,41,65,4070
3,5,38,110,8886
3,5,41,488,10490
3,5,48,395,10875
3,5,32,41,10442
3,5,32,48,10526
3,5,32,41,10526
3,5,41,225,509
3,5,39,225,509
3,5,48,447,911
3,5,48,911,4698
3,5,48,808,2238
3,5,39,808,2238
3,5,48,395,808
3,5,41,225,10420
3,5,39,395,808
3,5,48,76,10490
3,5,48,544,10753
3,5,41,270,10446
3,5,39,544,10753
3,5,41,544,10611
3,5,41,4070,10420
3,5,39,225,10420
3,5,48,4057,4982
3,5,48,488,911
3,5,41,488,4070
3,5,32,48,10605
3,5,41,225,9203
3,4,40,41,45
3,4,36,41,44
3,4,36,39,43
3,4,39,49,53
3,4,39,48,57
3,4,39,50,52
3,4,48,49,53
3,4,39,76,79
3,4,39,75,76
3,4,36,38,80
3,4,38,48,81
3,4,39,89,98
3,4,39,94,101
3,4,39,89,92
3,4,48,89,91
3,4,39,95,96
3,4,39,89,99
3,4,39,112,113
3,4,39,48,149
3,4,39,48,144
3,4,38,39,153
3,4,48,158,159
3,4,38,48,173
3,4,38,39,172
3,4,39,170,171
3,4,38,170,171
3,4,32,41,174
3,4,32,48,177
3,4,39,41,177
3,4,38,47,179
3,4,47,48,180
3,4,32,38,180
3,4,38,48,180
3,4,39,47,180
3,4,47,48,179
3,4,32,47,180
3,4,39,47,179
3,4,39,48,183
3,4,38,48,188
3,4,41,48,187
3,4,39,189,199
3,4,48,198,199
3,4,39,208,209
3,4,39,234,235
3,4,234,235,242
3,4,36,39,234
3,4,38,236,237
3,4,38,237,242
3,4,235,237,242
3,4,38,234,237
3,4,36,38,232
3,4,36,38,233
3,4,36,39,232
3,4,48,248,249
3,4,39,255,258
3,4,48,255,261
3,4,48,255,258
3,4,39,255,261
3,4,38,225,264
3,4,39,256,273
3,4,39,256,272
3,4,32,39,283
3,4,32,48,283
3,4,38,39,284
3,4,38,105,287
3,4,38,48,284
3,4,39,105,287
3,4,41,48,295
3,4,39,48,293
3,4,41,48,293
3,4,39,48,299
3,4,39,314,315
3,4,307,308,309
3,4,38,39,314
3,4,38,311,313
3,4,38,39,313
3,4,305,307,309
3,4,36,306,309
3,4,38,307,308
3,4,308,309,310
3,4,39,306,309
3,4,36,307,308
3,4,38,306,309
3,4,39,307,308
3,4,48,334,337
3,4,48,337,338
3,4,48,334,338
3,4,48,147,346
3,4,38,48,343
3,4,18,38,147
3,4,38,41,342
3,4,39,60,375
3,4,39,60,368
3,4,39,367,368
3,4,38,370,374
3,4,39,60,374
3,4,39,48,372
3,4,48,367,368
3,4,1,48,65
3,4,39,41,385
3,4,41,89,379
3,4,11,41,384
3,4,1,48,89
3,4,41,48,383
3,4,11,39,379
3,4,1,39,65
3,4,39,406,407
3,4,48,179,413
3,4,48,101,420
3,4,48,258,411
3,4,48,408,420
3,4,89,101,186
3,4,48,101,418
3,4,48,179,418
3,4,39,45,424
3,4,39,45,248
3,4,432,433,434
3,4,38,48,446
3,4,36,48,229
3,4,36,48,445
3,4,36,38,441
3,4,36,38,331
3,4,36,38,445
3,4,48,229,440
3,4,15,48,229
3,4,37,147,468
3,4,38,48,463
3,4,37,38,464
3,4,38,147,468
3,4,48,468,469
3,4,37,48,464
3,4,48,152,237
3,4,39,105,110
3,4,39,255,490
3,4,39,491,492
3,4,48,488,489
3,4,11,39,491
3,4,48,255,488
3,4,39,491,493
3,4,48,491,493
3,4,48,489,490
3,4,39,255,492
3,4,48,255,492
3,4,48,491,492
3,4,11,48,488
3,4,32,39,503
3,4,41,170,189
3,4,48,189,270
3,4,38,48,516
3,4,38,39,532
3,4,258,533,544
3,4,48,338,365
3,4,258,338,535
3,4,38,48,541
3,4,38,47,338
3,4,89,533,535
3,4,48,89,541
3,4,48,338,534
3,4,38,89,365
3,4,38,258,338
3,4,48,338,539
3,4,89,338,544
3,4,48,533,536
3,4,89,365,533
3,4,18,38,544
3,4,338,533,544
3,4,18,89,365
3,4,48,543,544
3,4,48,535,544
3,4,48,264,384
3,4,39,384,548
3,4,39,308,549
3,4,39,312,553
3,4,41,89,552
3,4,32,89,567
3,4,32,89,560
3,4,48,255,569
3,4,48,255,566
3,4,48,89,567
3,4,39,561,569
3,4,48,89,552
3,4,48,569,570
3,4,48,89,129
3,4,41,255,569
3,4,48,89,368
3,4,48,89,560
3,4,39,569,570
3,4,48,368,408
3,4,39,255,563
3,4,48,561,569
3,4,32,39,567
3,4,39,89,563
3,4,32,39,569
3,4,48,563,570
3,4,41,561,569
3,4,39,255,566
3,4,39,89,357
3,4,48,408,570
3,4,41,569,570
3,4,39,563,570
3,4,32,41,491
3,4,48,89,491
3,4,39,255,569
3,4,39,89,561
3,4,41,48,575
3,4,38,161,281
3,4,38,48,586
3,4,38,48,582
3,4,36,48,585
3,4,36,48,591
3,4,36,38,579
3,4,48,78,576
3,4,36,48,155
3,4,38,48,578
3,4,48,577,589
3,4,48,592,599
3,4,39,592,599
3,4,39,170,606
3,4,39,604,605
3,4,38,170,606
3,4,38,170,207
3,4,48,628,635
3,4,41,48,632
3,4,39,628,635
3,4,39,41,134
3,4,48,89,639
3,4,38,48,637
3,4,38,41,639
3,4,38,39,637
3,4,38,255,640
3,4,48,242,604
3,4,38,170,645
3,4,48,170,389
3,4,39,89,653
3,4,48,201,674
3,4,39,201,665
3,4,39,201,660
3,4,39,201,659
3,4,39,659,661
3,4,48,201,660
3,4,48,201,675
3,4,23,41,682
3,4,357,682,684
3,4,41,682,683
3,4,41,48,689
3,4,41,683,684
3,4,39,48,693
3,4,39,357,687
3,4,23,48,682
3,4,39,533,703
3,4,39,533,697
3,4,39,166,699
3,4,32,39,700
3,4,39,533,704
3,4,32,39,702
3,4,39,597,707
3,4,39,338,713
3,4,38,48,716
3,4,39,48,160
3,4,38,48,730
3,4,48,732,740
3,4,19,39,543
3,4,19,48,740
3,4,19,39,740
3,4,39,734,740
3,4,39,41,735
3,4,48,734,740
3,4,19,36,41
3,4,38,39,728
3,4,36,39,248
3,4,48,248,723
3,4,38,48,737
3,4,39,48,736
3,4,38,41,730
3,4,48,725,740
3,4,36,38,543
3,4,39,41,732
3,4,41,48,732
3,4,39,725,740
3,4,19,36,48
3,4,41,741,742
3,4,41,742,743
3,4,41,743,744
3,4,741,743,744
3,4,39,284,420
3,4,39,783,789
3,4,48,783,789
3,4,11,783,789
3,4,39,41,784
3,4,41,225,788
3,4,11,41,783
3,4,41,48,780
3,4,39,48,784
3,4,39,41,780
3,4,41,48,786
3,4,312,795,796
3,4,39,793,797
3,4,41,61,312
3,4,41,312,792
3,4,39,61,797
3,4,41,793,797
3,4,561,792,796
3,4,41,61,793
3,4,41,561,792
3,4,38,48,312
3,4,39,61,793
3,4,38,793,797
3,4,41,48,804
3,4,41,796,805
3,4,48,312,796
3,4,48,61,793
3,4,39,796,797
3,4,48,796,797
3,4,41,312,561
3,4,312,561,796
3,4,39,312,805
3,4,312,792,796
3,4,39,795,805
3,4,39,41,804
3,4,38,312,792
3,4,312,796,805
3,4,41,61,797
3,4,39,312,792
3,4,48,61,797
3,4,38,61,797
3,4,41,48,794
3,4,41,792,796
3,4,41,312,805
3,4,39,795,796
3,4,41,795,805
3,4,39,61,792
3,4,312,561,792
3,4,38,39,803
3,4,39,312,795
3,4,39,61,312
3,4,48,793,797
3,4,48,61,792
3,4,39,796,805
3,4,32,41,810
3,4,39,89,811
3,4,39,65,817
3,4,39,65,815
3,4,39,65,730
3,4,0,39,65
3,4,0,39,120
3,4,39,41,823
3,4,39,179,570
3,4,48,570,649
3,4,39,570,649
3,4,39,570,830
3,4,39,179,830
3,4,36,38,837
3,4,38,840,842
3,4,48,798,846
3,4,9,39,809
3,4,38,170,714
3,4,39,170,714
3,4,39,48,863
3,4,48,110,161
3,4,38,161,864
3,4,38,39,864
3,4,38,48,864
3,4,48,161,864
3,4,39,161,260
3,4,39,479,903
3,4,39,249,894
3,4,249,894,897
3,4,48,255,809
3,4,48,894,897
3,4,48,479,903
3,4,39,255,809
3,4,39,101,809
3,4,39,894,897
3,4,39,101,899
3,4,39,255,903
3,4,39,249,278
3,4,39,48,906
3,4,48,249,905
3,4,48,101,896
3,4,39,249,905
3,4,48,898,899
3,4,39,898,899
3,4,39,101,896
3,4,48,170,914
3,4,48,914,915
3,4,38,39,494
3,4,31,39,916
3,4,41,47,390
3,4,32,39,422
3,4,38,39,422
3,4,32,39,922
3,4,32,39,928
3,4,32,38,441
3,4,39,47,390
3,4,32,38,925
3,4,38,39,191
3,4,38,41,191
3,4,41,209,441
3,4,32,270,511
3,4,32,41,941
3,4,41,170,178
3,4,32,178,511
3,4,32,41,938
3,4,39,41,937
3,4,38,41,940
3,4,39,589,938
3,4,32,38,940
3,4,38,936,937
3,4,41,213,272
3,4,32,38,939
3,4,170,272,589
3,4,39,41,953
3,4,48,96,549
3,4,48,789,961
3,4,41,117,968
3,4,41,533,976
3,4,117,533,976
3,4,41,117,248
3,4,32,41,503
3,4,32,41,969
3,4,32,41,762
3,4,117,340,976
3,4,41,185,762
3,4,41,185,976
3,4,41,927,976
3,4,32,41,975
3,4,25,32,41
3,4,185,535,1000
3,4,535,986,1005
3,4,916,985,987
3,4,986,987,993
3,4,916,986,987
3,4,987,1000,1003
3,4,986,1000,1003
3,4,128,993,1005
3,4,128,916,987
3,4,128,916,1000
3,4,916,983,1005
3,4,986,993,1000
3,4,985,987,1005
3,4,916,986,1005
3,4,916,986,993
3,4,983,987,1005
3,4,535,1000,1003
3,4,128,987,993
3,4,185,535,987
3,4,985,993,1005
3,4,986,987,1005
3,4,128,916,1005
3,4,983,987,1000
3,4,76,185,535
3,4,916,985,1005
3,4,535,916,986
3,4,986,993,1005
3,4,985,993,1000
3,4,916,985,993
3,4,916,986,1000
3,4,730,987,1000
3,4,128,993,1000
3,4,128,535,987
3,4,983,987,993
3,4,983,993,1000
3,4,76,986,1003
3,4,76,987,1003
3,4,987,999,1000
3,4,983,1000,1005
3,4,983,993,1005
3,4,916,983,993
3,4,535,987,996
3,4,76,986,993
3,4,535,986,993
3,4,128,987,1000
3,4,916,985,1000
3,4,76,1000,1003
3,4,985,987,1000
3,4,986,987,1003
3,4,916,983,987
3,4,65,76,185
3,4,128,1000,1005
3,4,535,986,1003
3,4,128,987,1005
3,4,916,983,1000
3,4,76,986,1005
3,4,986,1000,1005
3,4,985,987,993
3,4,128,916,993
3,4,76,535,1003
3,4,76,916,986
3,4,985,1000,1005
3,4,535,987,1003
3,4,48,1012,1015
3,4,48,1016,1017
3,4,39,715,755
3,4,39,1012,1015
3,4,65,197,623
3,4,65,101,806
3,4,65,178,1026
3,4,65,175,806
3,4,65,101,176
3,4,65,806,1026
3,4,38,110,1028
3,4,237,249,1043
3,4,110,1028,1043
